"","experience_level","salary_currency","employee_residence","remote_ratio","company_location","company_size","job_title_clean","salary_factor","job_title_sector","living_index","adjusted_salary_in_usd","employee_works_where_lives"
"109","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,2281.4772565236,TRUE
"110","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,1568.51561385997,TRUE
"111","SE","USD","US","in-place","US","M","Data Scientist","HIGH","AA",70.13,2650.79138742336,TRUE
"112","SE","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,1843.71880792813,TRUE
"114","MI","USD","MX","remote","MX","L","Data Scientist","LOW","AA",35.35,848.656294200849,TRUE
"115","MI","USD","BR","remote","BR","M","Data Analyst","LOW","DA",33.24,2346.57039711191,TRUE
"116","MI","USD","BR","remote","BR","M","Data Analyst","LOW","DA",33.24,1444.04332129964,TRUE
"117","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,2424.06958505632,TRUE
"118","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,1853.70027092542,TRUE
"119","SE","USD","US","in-place","US","M","Data Analyst","MEDIUM","DA",70.13,2138.88492799087,TRUE
"120","SE","USD","US","in-place","US","M","Data Analyst","MEDIUM","DA",70.13,1354.62712106089,TRUE
"121","MI","USD","BR","remote","BR","M","Data Engineer","LOW","DE",33.24,2346.57039711191,TRUE
"122","MI","USD","BR","remote","BR","M","Data Engineer","LOW","DE",33.24,1263.53790613718,TRUE
"123","SE","USD","US","in-place","US","M","Data Architect","HIGH","DE",70.13,4927.99087409097,TRUE
"124","SE","USD","US","in-place","US","M","Data Architect","HIGH","DE",70.13,3285.32724939398,TRUE
"125","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,2067.58876372451,TRUE
"126","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,1639.81177812634,TRUE
"127","MI","USD","BR","remote","BR","M","BI Analyst","LOW","DA",33.24,2346.57039711191,TRUE
"128","MI","USD","BR","remote","BR","M","BI Analyst","LOW","DA",33.24,1444.04332129964,TRUE
"129","SE","USD","US","remote","US","M","Data Analyst","HIGH","DA",70.13,2508.9120205333,TRUE
"130","SE","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,1854.41323256809,TRUE
"131","SE","USD","US","in-place","US","L","Data Engineer","HIGH","DE",70.13,2931.69827463282,TRUE
"132","SE","USD","US","in-place","US","L","Data Engineer","MEDIUM","DE",70.13,1507.2009125909,TRUE
"133","SE","USD","US","remote","US","M","Data Analyst","HIGH","DA",70.13,3373.73449308427,TRUE
"134","SE","USD","US","remote","US","M","Data Analyst","LOW","DA",70.13,1271.92357051191,TRUE
"135","MI","USD","BR","remote","BR","M","Data Scientist","LOW","AA",33.24,2527.07581227437,TRUE
"136","MI","USD","BR","remote","BR","M","Data Scientist","LOW","AA",33.24,1624.54873646209,TRUE
"137","EN","USD","US","remote","US","L","Data Scientist","LOW","AA",70.13,1140.7386282618,TRUE
"138","SE","USD","GB","remote","GB","S","Marketing Data Analyst","HIGH","DA",69.65,2871.50035893754,TRUE
"139","EN","CAD","CA","remote","CA","L","Data Scientist","LOW","AA",70.22,1057.90373113073,TRUE
"140","SE","USD","US","partial","US","S","Data Science Lead","MEDIUM","AA_lead",70.13,2352.77342078996,TRUE
"141","EN","GBP","GB","partial","GB","L","Data Scientist","LOW","AA",69.65,480.114860014357,TRUE
"142","SE","USD","US","in-place","US","M","Data Engineer","HIGH","DE",70.13,2650.79138742336,TRUE
"143","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,1843.71880792813,TRUE
"144","SE","USD","US","in-place","US","M","Data Analyst","MEDIUM","DA",70.13,2409.81035220305,TRUE
"145","SE","USD","US","in-place","US","M","Data Analyst","MEDIUM","DA",70.13,1577.07115357194,TRUE
"148","SE","USD","US","in-place","US","M","Data Engineer","HIGH","DE",70.13,3208.32739198631,TRUE
"149","SE","USD","US","in-place","US","M","Data Engineer","HIGH","DE",70.13,2625.12476828747,TRUE
"150","SE","USD","US","in-place","US","M","Data Scientist","HIGH","AA",70.13,2650.79138742336,TRUE
"151","SE","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,1843.71880792813,TRUE
"152","SE","USD","US","in-place","US","M","Data Scientist","HIGH","AA",70.13,3208.32739198631,TRUE
"153","SE","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,2230.14401825182,TRUE
"154","SE","USD","US","in-place","US","M","Data Scientist","HIGH","AA",70.13,2650.79138742336,TRUE
"155","SE","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,1843.71880792813,TRUE
"156","EN","USD","US","in-place","US","S","Machine Learning Engineer","MEDIUM","AA",70.13,1539.99714815343,TRUE
"157","SE","USD","IN","remote","SG","L","Product Data Scientist","LOW","AA",24.43,327.466230045027,FALSE
"158","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2210.18109225724,TRUE
"159","SE","USD","US","remote","US","M","Data Scientist","LOW","AA",70.13,541.850848424355,TRUE
"160","MI","USD","US","in-place","US","M","Data Analyst","LOW","DA",70.13,1212.03479252816,TRUE
"161","MI","USD","US","in-place","US","M","Data Analyst","LOW","DA",70.13,926.850135462712,TRUE
"162","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2210.18109225724,TRUE
"163","SE","USD","US","remote","US","M","Data Scientist","LOW","AA",70.13,541.850848424355,TRUE
"164","MI","GBP","GB","in-place","GB","M","Data Engineer","MEDIUM","DE",69.65,1600.41636755205,TRUE
"165","MI","GBP","GB","in-place","GB","M","Data Engineer","MEDIUM","DE",69.65,1333.68269921034,TRUE
"166","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2190.21816626266,TRUE
"167","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,1522.8860687295,TRUE
"168","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2637.95807785541,TRUE
"169","SE","USD","US","remote","US","M","Data Scientist","LOW","AA",70.13,712.961642663625,TRUE
"170","SE","USD","US","in-place","US","M","Data Engineer","HIGH","DE",70.13,2650.79138742336,TRUE
"171","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,1843.71880792813,TRUE
"172","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2210.18109225724,TRUE
"173","SE","USD","US","remote","US","M","Data Scientist","LOW","AA",70.13,541.850848424355,TRUE
"174","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2395.55111934978,TRUE
"175","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,1853.70027092542,TRUE
"176","SE","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,1759.58933409383,TRUE
"177","SE","USD","US","in-place","US","M","Data Scientist","LOW","AA",70.13,1256.23841437331,TRUE
"178","SE","USD","US","remote","US","S","Data Scientist","MEDIUM","AA",70.13,1711.1079423927,TRUE
"179","SE","USD","US","remote","US","S","Data Scientist","LOW","AA",70.13,784.257806929987,TRUE
"180","SE","USD","US","in-place","US","M","Data Scientist","HIGH","AA",70.13,2650.79138742336,TRUE
"181","SE","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,1843.71880792813,TRUE
"182","SE","USD","US","in-place","US","M","Data Engineer","HIGH","DE",70.13,2726.3653215457,TRUE
"183","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,1853.70027092542,TRUE
"184","SE","USD","US","in-place","US","M","Data Analyst","MEDIUM","DA",70.13,2409.81035220305,TRUE
"185","SE","USD","US","in-place","US","M","Data Analyst","MEDIUM","DA",70.13,1577.07115357194,TRUE
"186","SE","USD","US","in-place","US","M","Data Analyst","MEDIUM","DA",70.13,2138.88492799087,TRUE
"187","SE","USD","US","in-place","US","M","Data Analyst","MEDIUM","DA",70.13,1711.1079423927,TRUE
"188","SE","USD","US","in-place","US","M","Data Science Consultant","MEDIUM","AA",70.13,1982.03336660488,TRUE
"189","SE","USD","US","in-place","US","M","Data Science Consultant","MEDIUM","AA",70.13,1739.62640809924,TRUE
"190","SE","USD","US","in-place","US","M","Data Scientist","HIGH","AA",70.13,2650.79138742336,TRUE
"191","SE","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,1843.71880792813,TRUE
"192","SE","USD","US","in-place","US","M","Data Analyst","MEDIUM","DA",70.13,1990.58890631684,TRUE
"193","SE","USD","US","in-place","US","M","Data Analyst","LOW","DA",70.13,1222.01625552545,TRUE
"194","SE","USD","US","remote","US","M","Data Engineer","HIGH","DE",70.13,2637.95807785541,TRUE
"195","SE","USD","US","remote","US","M","Data Engineer","LOW","DE",70.13,712.961642663625,TRUE
"196","SE","USD","US","in-place","US","M","Data Engineer","HIGH","DE",70.13,2650.79138742336,TRUE
"197","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,1843.71880792813,TRUE
"198","SE","USD","US","in-place","US","M","Data Scientist","HIGH","AA",70.13,3208.32739198631,TRUE
"199","SE","USD","US","in-place","US","M","Data Scientist","MEDIUM","AA",70.13,2230.14401825182,TRUE
"200","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2851.8465706545,TRUE
"201","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2495.36574932269,TRUE
"202","SE","USD","US","in-place","US","M","Data Engineer","HIGH","DE",70.13,2650.79138742336,TRUE
"203","SE","USD","US","in-place","US","M","Data Engineer","MEDIUM","DE",70.13,1843.71880792813,TRUE
"204","MI","USD","US","remote","US","L","Machine Learning Engineer","MEDIUM","AA",70.13,2117.49607871097,TRUE
"205","MI","USD","US","remote","US","L","Machine Learning Engineer","MEDIUM","AA",70.13,1400.25666619136,TRUE
"206","SE","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,1639.81177812634,TRUE
"207","SE","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,1354.62712106089,TRUE
"208","SE","USD","US","remote","US","M","Data Architect","HIGH","DE",70.13,3208.32739198631,TRUE
"209","SE","USD","US","remote","US","M","Data Architect","LOW","DE",70.13,941.109368315985,TRUE
"210","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2637.95807785541,TRUE
"211","SE","USD","US","remote","US","M","Data Scientist","LOW","AA",70.13,712.961642663625,TRUE
"212","SE","EUR","ES","in-place","ES","M","Data Scientist","LOW","AA",53.88,879.3429844098,TRUE
"213","SE","EUR","ES","in-place","ES","M","Data Scientist","LOW","AA",53.88,703.470675575353,TRUE
"214","MI","USD","US","in-place","US","M","Data Manager","MEDIUM","DE_lead",70.13,1910.73720233851,TRUE
"215","MI","USD","US","in-place","US","M","Data Manager","MEDIUM","DE_lead",70.13,1397.4048196207,TRUE
"216","MI","USD","US","in-place","US","M","Data Analyst","MEDIUM","DA",70.13,1497.21944959361,TRUE
"217","MI","USD","US","in-place","US","M","Data Analyst","LOW","DA",70.13,884.072436902895,TRUE
"218","EN","USD","US","remote","US","L","BI Analyst","LOW","DA",70.13,812.776272636532,TRUE
"219","SE","CAD","CA","partial","CA","M","Big Data Engineer","MEDIUM","DE",70.22,2314.18399316434,TRUE
"220","MI","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2056.18137744189,TRUE
"221","MI","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,1644.94510195351,TRUE
"222","MI","AUD","AU","in-place","AU","L","Data Scientist","LOW","AA",77.75,1077.72347266881,TRUE
"223","SE","INR","IN","remote","IN","L","Principal Data Architect","LOW","DE",24.43,1575.23536635284,TRUE
"224","SE","EUR","PT","in-place","PT","M","Data Engineer","LOW","DE",47.94,1537.35919899875,TRUE
"225","SE","EUR","PT","in-place","PT","M","Data Engineer","LOW","DE",47.94,878.473091364205,TRUE
"226","SE","USD","US","remote","US","M","Data Engineer","MEDIUM","DE",70.13,2424.06958505632,TRUE
"227","SE","USD","US","remote","US","M","Data Engineer","MEDIUM","DE",70.13,2138.88492799087,TRUE
"228","SE","USD","US","remote","US","M","Data Architect","HIGH","DE",70.13,2566.66191358905,TRUE
"229","SE","USD","US","remote","US","M","Data Architect","MEDIUM","DE",70.13,2281.4772565236,TRUE
"230","MI","USD","US","partial","US","L","Data Scientist","MEDIUM","AA",70.13,1539.99714815343,TRUE
"231","SE","USD","US","remote","US","M","Machine Learning Manager","HIGH","AA_lead",70.13,2851.8465706545,TRUE
"232","SE","USD","US","remote","US","M","Machine Learning Manager","MEDIUM","AA_lead",70.13,2138.88492799087,TRUE
"233","EX","CAD","CA","partial","CA","L","Data Manager","MEDIUM","DE_lead",70.22,1807.26288806608,TRUE
"234","SE","USD","US","remote","US","M","Data Engineer","HIGH","DE",70.13,2690.71723941252,TRUE
"235","SE","USD","US","remote","US","M","Data Engineer","MEDIUM","DE",70.13,2287.10965350064,TRUE
"236","SE","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,1653.12990161129,TRUE
"237","SE","USD","US","remote","US","M","Data Analyst","LOW","DA",70.13,1164.49451019535,TRUE
"238","SE","USD","US","in-place","US","M","Data Engineer","HIGH","DE",70.13,4277.76985598175,TRUE
"239","SE","USD","US","in-place","US","M","Data Engineer","HIGH","DE",70.13,3208.32739198631,TRUE
"240","SE","USD","US","remote","US","M","Data Scientist","HIGH","AA",70.13,2829.60216740339,TRUE
"241","SE","USD","US","remote","US","M","Data Scientist","MEDIUM","AA",70.13,2053.32953087124,TRUE
"242","SE","USD","US","remote","US","M","Applied Scientist","HIGH","AA",70.13,2730.28661058035,TRUE
"243","SE","USD","US","remote","US","M","Applied Scientist","MEDIUM","AA",70.13,2018.03792955939,TRUE
"244","SE","EUR","ES","in-place","ES","M","Data Analyst","LOW","DA",53.88,937.954714179658,TRUE
"245","SE","EUR","ES","in-place","ES","M","Data Analyst","LOW","DA",53.88,683.927245731255,TRUE
"246","MI","EUR","DE","remote","DE","S","Data Scientist","LOW","AA",65.58,1155.93168648978,TRUE
"247","SE","USD","US","remote","US","L","Lead Data Scientist","MEDIUM","AA_lead",70.13,2236.81733922715,TRUE
"248","SE","USD","NG","remote","NG","S","BI Analyst","HIGH","DA",30.49,6559.52771400459,TRUE
"249","SE","USD","US","in-place","US","L","Data Scientist","HIGH","AA",70.13,2829.60216740339,TRUE
"250","SE","USD","US","in-place","US","L","Data Scientist","MEDIUM","AA",70.13,2053.32953087124,TRUE
"251","SE","EUR","PT","remote","PT","L","Lead Machine Learning Engineer","LOW","AA_lead",47.94,1449.49937421777,TRUE
"252","MI","CZK","CZ","remote","CZ","M","NLP Engineer","LOW","AA",48.24,106.384742951907,TRUE
"254","MI","EUR","DE","in-place","DE","S","Research Scientist","MEDIUM","AA",65.58,1926.56297651723,TRUE
"255","MI","EUR","DE","in-place","DE","S","Research Scientist","LOW","AA",65.58,1284.37023482769,TRUE
"256","SE","USD","US","remote","US","M","Data Engineer","HIGH","DE",70.13,2851.8465706545,TRUE
"257","SE","USD","US","remote","US","M","Data Engineer","HIGH","DE",70.13,2566.66191358905,TRUE
"258","MI","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,1539.99714815343,TRUE
"259","MI","USD","US","remote","US","M","Data Analyst","LOW","DA",70.13,1212.03479252816,TRUE
"260","SE","USD","US","remote","US","M","Machine Learning Engineer","HIGH","AA",70.13,2994.43889918722,TRUE
"261","SE","USD","US","remote","US","M","Machine Learning Engineer","HIGH","AA",70.13,2566.66191358905,TRUE
"262","SE","USD","US","remote","US","M","Data Engineer","MEDIUM","DE",70.13,2352.77342078996,TRUE
"263","SE","USD","US","remote","US","M","Data Engineer","MEDIUM","DE",70.13,1882.21873663197,TRUE
"264","SE","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,1853.70027092542,TRUE
"265","SE","USD","US","remote","US","M","Data Analyst","MEDIUM","DA",70.13,1568.51561385997,TRUE
"266","MI","AUD","AU","partial","AU","L","BI Analyst","LOW","DA",77.75,583.768488745981,TRUE
"268","MI","USD","US","remote","US","L","Data Analyst","MEDIUM","DA",70.13,1924.99643519179,TRUE
"269","SE","USD","US","remote","US","L","Data Engineer","HIGH","DE",70.13,2549.55083416512,TRUE
"270","SE","USD","US","remote","US","L","Data Engineer","MEDIUM","DE",70.13,1883.6446599173,TRUE
"271","EN","USD","CR","partial","US","M","Data Analyst","LOW","DA",47.01,425.441395447777,FALSE
